   0.0000000000000000e+00  -1.8569976713605967e-10  -3.8342961767708540e-11   0.0000000000000000e+00   1.9632563663417941e-12   1.9632563663417941e-12
   0.0000000000000000e+00  -3.2475127439890484e-10  -9.4011343386174529e-11   0.0000000000000000e+00   3.4319249835726497e-12   3.4319249835726497e-12
   0.0000000000000000e+00  -4.1371951381168645e-10  -1.6798774475620598e-10   0.0000000000000000e+00   4.3696012564894833e-12   4.3696012564894833e-12
   0.0000000000000000e+00  -4.4916947739755535e-10  -2.6125476578055227e-10   0.0000000000000000e+00   4.7398805898828066e-12   4.7398805898828066e-12
   0.0000000000000000e+00  -4.2766615717966224e-10  -3.7479500636196272e-10   0.0000000000000000e+00   4.5063583885431322e-12   4.5063583885431322e-12
   0.0000000000000000e+00  -3.4577454518115821e-10  -5.0959106640318688e-10   0.0000000000000000e+00   3.6326300572609721e-12   3.6326300572609721e-12
   0.0000000000000000e+00  -2.0005963342519407e-10  -6.6662554580697415e-10   0.0000000000000000e+00   2.0822910008268391e-12   2.0822910008268391e-12
   0.0000000000000000e+00   1.2913586065079261e-11  -8.4688104447607381e-10   0.0000000000000000e+00  -1.8106337596875610e-13  -1.8106337596875610e-13
   0.0000000000000000e+00   2.9658012126651132e-10  -1.0513401623132355e-09   0.0000000000000000e+00  -3.1938376683353031e-12  -3.1938376683353031e-12
   0.0000000000000000e+00   6.5437498015595088e-10  -1.2809854992212082e-09   0.0000000000000000e+00  -6.9924364714822852e-12  -6.9924364714822852e-12
   0.0000000000000000e+00   1.0897331707102466e-09  -1.5367996551027420e-09   0.0000000000000000e+00  -1.1613264380619192e-11  -1.1613264380619192e-11
   0.0000000000000000e+00   1.6060897009062484e-09  -1.8197652298605854e-09   0.0000000000000000e+00  -1.7092725990955513e-11  -1.7092725990955513e-11
   0.0000000000000000e+00   2.2068795787208044e-09  -2.1308648233974886e-09   0.0000000000000000e+00  -2.3467225897700731e-11  -2.3467225897700731e-11
   0.0000000000000000e+00   2.8955378121307652e-09  -2.4710810356162006e-09   0.0000000000000000e+00  -3.0773168696064344e-11  -3.0773168696064344e-11
   0.0000000000000000e+00   3.6754994091129795e-09  -2.8413964664194709e-09   0.0000000000000000e+00  -3.9046958981255835e-11  -3.9046958981255835e-11
   0.0000000000000000e+00   4.5501993776442959e-09  -3.2427937157100492e-09   0.0000000000000000e+00  -4.8325001348484690e-11  -4.8325001348484690e-11
   0.0000000000000000e+00   5.5230727257015630e-09  -3.6762553833906840e-09   0.0000000000000000e+00  -5.8643700392960390e-11  -5.8643700392960390e-11
   0.0000000000000000e+00   6.5975544612616314e-09  -4.1427640693641264e-09   0.0000000000000000e+00  -7.0039460709892434e-11  -7.0039460709892434e-11
   0.0000000000000000e+00   7.7770795923013486e-09  -4.6433023735331232e-09   0.0000000000000000e+00  -8.2548686894490308e-11  -8.2548686894490308e-11
   0.0000000000000000e+00   9.0650831267975669e-09  -5.1788528958004270e-09   0.0000000000000000e+00  -9.6207783541963506e-11  -9.6207783541963506e-11
   0.0000000000000000e+00   1.0465000072727130e-08  -5.7503982360687844e-09   0.0000000000000000e+00  -1.1105315524752148e-10  -1.1105315524752148e-10
   0.0000000000000000e+00   1.1980265438066892e-08  -6.3589209942409466e-09   0.0000000000000000e+00  -1.2712120660637378e-10  -1.2712120660637378e-10
   0.0000000000000000e+00   1.3614314230793699e-08  -7.0054037702196618e-09   0.0000000000000000e+00  -1.4444834221372984e-10  -1.4444834221372984e-10
   0.0000000000000000e+00   1.5370581458884402e-08  -7.6908291639076806e-09   0.0000000000000000e+00  -1.6307096666479920e-10  -1.6307096666479920e-10
   0.0000000000000000e+00   1.7252502130315849e-08  -8.4161797752077511e-09   0.0000000000000000e+00  -1.8302548455479127e-10  -1.8302548455479127e-10
   0.0000000000000000e+00   1.9263511253064890e-08  -9.1824382040226238e-09   0.0000000000000000e+00  -2.0434830047891563e-10  -2.0434830047891563e-10
   0.0000000000000000e+00   2.1407043835108369e-08  -9.9905870502550477e-09   0.0000000000000000e+00  -2.2707581903238164e-10  -2.2707581903238164e-10
