0	0.01
1.317931962	0.000813953
1.417682106	0.000232558
1.541995003	-0.000116279
6.998270229	-0.001860465
8.486334807	-0.002325581
14.33526811	0
14.85177782	0.004186047
15.59015952	0.009651163
16.27999231	0.014069767
17.21683644	0.019418605
17.95729387	0.022790698
18.64954834	0.024767442
19.49137036	0.025930233
20.21049395	0.025813953
20.73196233	0.025
21.30382472	0.023372093
21.72681145	0.021860465
22.07576398	0.02
22.57393811	0.017674419
23.07280415	0.014651163
23.44724198	0.012093023
