-3.942772307716160482e-03 6.654794687144385129e-03 -1.821675575096152674e-02 -4.265508849827181169e-04 -2.857009428450484924e-03
6.814503368588572391e-03 -1.974947075334518992e-02 2.834879199267435063e-02 -6.680270349167025459e-03 -9.988130690133907932e-03
-3.403820641913572753e-04 -9.324205732089118834e-03 -5.816438956229914858e-03 -1.154755345714079950e-02 -1.823280208873924099e-02
3.838473844038981734e-03 4.543790755602979299e-03 1.174883897225465976e-02 -2.035074515083205686e-03 -1.769200027085656053e-03
-7.566132081210352398e-03 -1.367310583226986290e-03 -3.700239267837646291e-03 6.891798227308013969e-04 -4.773948428837149899e-04
-3.870093516814623880e-03 1.051842550721213999e-02 -1.725603562608237808e-03 -7.017962868327773385e-04 -1.683787247099274159e-03
-4.152289819692091960e-05 7.117448350941961432e-03 1.176837219663337195e-02 1.764285759652567181e-03 3.077692292070550832e-03
5.957922799675693763e-03 -5.054504038620559470e-03 7.819680200345201226e-03 1.343337343189133365e-03 7.058363586897959058e-04
-4.066889016368204282e-03 -7.552633544026847445e-03 1.175333209744545623e-02 -2.647399240703850447e-04 -9.562660134390189902e-04
-6.026763874838171609e-03 2.586790164315408338e-03 1.415891898616196062e-03 8.384662588905229298e-05 -2.782420634358324300e-04
-3.515049516937766155e-03 -5.176167021193178036e-04 6.813750754696219943e-04 -3.649404585216275260e-04 -1.587877754327184174e-03
3.149630814249714146e-03 -1.553594991817765225e-03 -4.364493691089899388e-03 1.205159069091949310e-03 2.089788591078005093e-03
2.589352871158434512e-03 9.705445530980428941e-04 -1.195435169196086903e-02 1.723643904849888556e-03 2.122379373417086074e-03
1.364829562421935542e-03 1.569851233349679352e-03 6.221964588357545810e-03 -7.132449924160468328e-04 -6.269547893114719647e-04
1.336518561166846579e-03 4.336718956712545814e-03 -8.411591940258434860e-03 3.331016888184844911e-04 3.788237347296211392e-04
-9.354351769060781970e-04 3.274862466600810852e-03 6.816095709624453262e-03 -1.693316887732963360e-03 -2.243122985593950375e-03
-1.335581272761979851e-03 4.081556360100262182e-04 3.058053954000894154e-03 -2.934265059404611901e-04 -2.128632491932532021e-04
-1.150952517804326985e-03 -4.440789271985203131e-03 3.593009128169259801e-03 6.690895007890357727e-04 6.159281938712378186e-04
