-5.262369401533256719e-02 1.152120370453880993e-02 -7.817365966636801583e-03 -3.253080859648693150e-03 -3.056121103778362824e-03
5.811247102328820358e-02 -1.171141817313066380e-02 -5.592649222285561370e-03 -1.301356130718475581e-03 1.107833491554420340e-03
1.962436360208410363e-02 -7.322737874928982732e-03 7.453798428501984957e-04 -5.849834585416780093e-04 -4.336128821466841456e-04
1.542560795191210386e-02 -9.493054926586336206e-03 2.599192629449605021e-03 5.328488935869307329e-04 1.901122150328968556e-03
5.473570827182568620e-03 -9.800672424059332644e-03 7.922929220994604990e-03 -2.326096647060535948e-05 2.201568424947362990e-04
8.496874886849102582e-04 5.613678655649024206e-03 1.967931492872482431e-03 -1.413332080371618215e-04 -4.888515176518567085e-04
1.494144492423086666e-04 -1.929856774474551740e-03 -1.307681570598866975e-03 1.090022103185548058e-04 2.214208134958658893e-04
-3.777336664565242742e-03 3.606429156501220808e-03 -1.100923467872789302e-03 2.082841943034331657e-04 8.778266306980891942e-05
1.022497726392660681e-03 -1.316774524645682957e-03 1.414488869886284302e-03 -8.636276346852761270e-05 3.540221381022882379e-04
-1.637359793743076814e-03 -1.312747955397535024e-04 -1.055239773315794129e-03 -5.137879292765385646e-04 -2.745515339677575368e-04
3.101473285950329811e-03 3.662712815981642757e-03 -4.740172501174032141e-04 4.925056302803535856e-04 4.875608177975240907e-04
-3.192198028957096961e-03 5.566511237776118788e-04 1.074161969827755339e-03 -2.511432492953659845e-04 -1.814029137186873775e-04
7.751045517179335842e-05 1.661570027472195760e-03 1.329443690681193259e-03 -7.915587199979303486e-05 -1.252682635766828531e-04
-2.931904389669747358e-03 1.023386860557917071e-03 9.165048677123757530e-04 1.429193695380230980e-04 1.144255990405333809e-04
2.911200150647747821e-03 -2.380174205168735391e-03 -1.287241962955297699e-03 -2.273910601108649536e-04 -1.502733755722775177e-04
1.682443881158821736e-03 1.789643292994069811e-03 -5.422767846438361888e-04 -3.208923541391791668e-04 -5.092753045096004832e-05
-5.026393964223506037e-04 1.488568754424949171e-04 -8.874388490993790745e-04 2.399129192090767508e-05 2.218973324038865408e-05
2.371034172331131732e-03 -3.841981041897480666e-04 7.316246026888131903e-04 -8.146896611982049714e-05 2.847397582893417987e-04
-2.117117027637094393e-03 -8.265306420658555774e-04 6.664135884341579850e-04 2.594364737967008619e-05 3.184184189232039603e-04
6.894301705019274546e-04 1.344546335319119867e-04 -4.248445615994211693e-04 1.274300534223814457e-04 3.129166110326652176e-04
