0.000000000e+00	0.010000000e+00
1.317931962e+00	0.000813953e+00
1.417682106e+00	0.000232558e+00
1.541995003e+00	-0.000116279e+00
6.998270229e+00	-0.001860465e+00
8.486334807e+00	-0.002325581e+00
14.33526811e+00	0.0000000000e+00
14.85177782e+00	0.004186047e+00
15.59015952e+00	0.009651163e+00
16.27999231e+00	0.014069767e+00
17.21683644e+00	0.019418605e+00
17.95729387e+00	0.022790698e+00
18.64954834e+00	0.024767442e+00
19.49137036e+00	0.025930233e+00
20.21049395e+00	0.025813953e+00
20.73196233e+00	0.025000000e+00
21.30382472e+00	0.023372093e+00
21.72681145e+00	0.021860465e+00
22.07576398e+00	0.020000000e+00
22.57393811e+00	0.017674419e+00
23.07280415e+00	0.014651163e+00
23.44724198e+00	0.012093023e+00
